tweet,user,word count,wordl len,numCap,numHashtags,numOfTaging ,emojilists,mean word,num of !,num of ?,num of dots,num of commas,is RT,border,numbers,democrats,maga,crime,total,witch,hunt,military,democrat,collusion,southern,fbi,report,dems,economy,dollars,illegal,others,foxnews,biden,jill,joe,vice,ryan,dr,middle,class,tax,saw,conan,ellentube,nwatch,clip,thankssponsor,audience,gameofgames,splittinguptogether,andylassner,thekalenallen,official_twitch,played,kkwbeauty,pop,pst,kkwfragrance,sold,shop,lipstick,kkw,12pm,classic,palette,lip,liners,lipsticks,nude,striveforgreatness,lil,bro,homie,sir,brother,lol,crazy,g,tony,gaga,lady,joanne,monsters,training,cristiano,portugal,hi,para,mercurial,cr7,nikefootball,madrid,el,collection,hola,hala,e,match,photos,cr7underwear,football,yesterday,hello,en,que,de,oscars,meantweets,realdonaldtrump,iamguillermo,kimmel,thecousinsal,trump,real,old,gerrymandering,time,get,love,celebapprentice,reform,great,next,friend,arnoldsports,pumped,wait,see,take,thank,together,first,one,know,amp,every,day,world,like,fantastic,asasafterschool,back,thanks,terminator,snapchat,future,join,us,miss,want,proud,today,w,support,go,people,watch,work,let,best
['interesting to see @arnettwill in an anti-bullying ad while he gives wedgies to strangers and chokes fellow partygoers #MayweathervMcgregor'],8,0.25909590642476704,0.6730965490072541,-0.8292230891680993,0.7130499789148995,0.1947592556414665,[],0.22347291192893876,-0.5064990174913221,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
['If you’re in London come down to Leicester Square at 5pm this evening and say Hi! #ronaldofilm ,7,0.05886646856554519,-0.09508134481077864,-0.4033854788968457,0.7130499789148995,-0.7399081175688079,[],-0.6167788701742429,0.5298607938794877,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['I asked my audience some personal questions. Frankly, I’m shocked. ",3,-0.6419365639417313,-0.5839218226949813,-0.6872772190776814,-0.5822668960650573,-0.7399081175688079,[],0.22347291192893876,-0.5064990174913221,-0.26072083206298924,0.6590759388473115,0.5630077470650945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['@KimKDelRey UGH also sorry!!!!! I don’t even know how this happened!!!'],4,-0.5418218450121203,-0.4966288802156594,0.022452131374407824,-0.5822668960650573,0.1947592556414665,[],0.22347291192893876,7.784379473475156,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['The new episode of @AHSFX ""Hotel"" starts now! 😈']",6,-0.7420512828713421,-0.8807178271246757,-0.11949373871601,-0.5822668960650573,0.1947592556414665,[u'\U0001f608'],-0.1966529791226521,0.5298607938794877,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
['Never finished 🇵🇹 ⚽ 💪\n\nShop my latest #Mercurial in my personal store at  #Nike #NikeFootball #BornMercurial ,7,-0.04124825036406572,0.3413833675858309,0.022452131374407824,4.59900060385477,-0.7399081175688079,"[u'\u26bd', u'\U0001f4aa']",0.22347291192893876,-0.5064990174913221,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['.@Potus Research says at least 1/2 of High School, University Students, &amp; Employed Young People rarely/never discuss mental issues w/ anyone']",6,0.45932534428398886,0.760389491486576,0.16439800146482567,-0.5822668960650573,0.1947592556414665,[],0.22347291192893876,-0.5064990174913221,-0.26072083206298924,-0.07868103341200933,1.642600154168848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
['Happy Hanukkah from Paris! Light will always overcome darkness. ,9,-0.7420512828713421,-0.6712147651743032,-0.5453313489872635,-0.5822668960650573,-0.7399081175688079,[],0.22347291192893876,0.5298607938794877,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
['Chillin playing video games with the lil homies. Love these boys! #Bronny #Bryce #Auston ,5,-0.24147768822328755,-0.23475005277769367,-0.4033854788968457,3.303683728874813,-0.7399081175688079,[],-0.1966529791226521,0.5298607938794877,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
['Listen to #TilItHappensToYou on @Spotify ,6,-1.1425101585897859,-1.072762300579184,-0.11949373871601,0.7130499789148995,0.1947592556414665,[],0.6435988029805296,-0.5064990174913221,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Spain’s version of #GameofGames airs tonight! Quick! Everyone fly to Spain! #JuegoDeJuegos @antena3com @silviabril @juegodejuegos'],3,-0.14136296929367664,0.533427841040339,0.16439800146482567,2.0083668538948563,2.0640940020620153,[],1.0637246940321206,2.6025804166211075,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
['Joe photo of the day: Colorado for Obama-Biden. ,1,-0.842166001800953,-0.9505521811081332,-0.5453313489872635,-0.5822668960650573,-0.7399081175688079,[],-0.1966529791226521,-0.5064990174913221,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['As I predicted, 16 states, led mostly by Open Border Democrats and the Radical Left, have filed a lawsuit in, of course, the 9th Circuit! California, the state that has wasted billions of dollars on their out of control Fast Train, with no hope of completion, seems in charge!']",0,3.2625374743130946,3.064923172940674,0.4482897416456613,-0.5822668960650573,-0.7399081175688079,[],-0.6167788701742429,1.5662206052502974,-0.26072083206298924,-0.8164380056713303,8.12015459679137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"[""I would say I'm a pretty good host as well as my family #BandofBrothers #Heatles #ThanksGiving2013 ""]",5,0.05886646856554519,-0.025246990827321122,-0.11949373871601,3.303683728874813,-0.7399081175688079,[],-0.1966529791226521,-0.5064990174913221,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
['🔥🔥🔥🔥🔥🔥🔥. Yeah glad you kept those tucked ,5,-0.9422807207305639,-0.7061319421660319,-0.9711689592585171,-0.5822668960650573,-0.7399081175688079,"[u'\U0001f525', u'\U0001f525', u'\U0001f525', u'\U0001f525', u'\U0001f525', u'\U0001f525', u'\U0001f525']",1.0637246940321206,-0.5064990174913221,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['I know it\'s early in the season, but so far my Game of Thrones ""murder bracket"" is intact.']",2,0.1589811874951561,-0.16491569879423618,-0.6872772190776814,-0.5822668960650573,-0.7399081175688079,[],-0.6167788701742429,-0.5064990174913221,-0.26072083206298924,-0.07868103341200933,0.5630077470650945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
['No clue! ,4,-1.4428543153786186,-1.6314371324468442,-0.9711689592585171,-0.5822668960650573,-0.7399081175688079,[],-0.6167788701742429,0.5298607938794877,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['@mikefoucault my heart is broken I am so so sorry. ❤️you are my heart and soul'],6,-0.04124825036406572,-0.3220429952570156,-0.9711689592585171,-0.5822668960650573,0.1947592556414665,[u'\u2764'],-0.6167788701742429,-0.5064990174913221,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Bono and The Edge told me about starting @U2 in high school. I can’t imagine anything more special than having them here for the first time.  \n\nWatch the full clip here:  ,3,1.460472533580098,1.266688557866643,-0.26143960880642786,-0.5822668960650573,0.1947592556414665,[],-0.6167788701742429,-0.5064990174913221,-0.26072083206298924,0.6590759388473115,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[""What y'all been on tonight!?! Cause this what I'm on. I remember playing Bulls vs Blazers and Double… ""]",5,0.25909590642476704,0.06204595165200078,-0.11949373871601,-0.5822668960650573,-0.7399081175688079,[],-0.6167788701742429,1.5662206052502974,3.120962884056225,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"['Just arrived in Calexico, California! ",0,-1.1425101585897859,-1.1251380660667771,-0.6872772190776814,-0.5822668960650573,-0.7399081175688079,[],0.6435988029805296,0.5298607938794877,-0.26072083206298924,-0.8164380056713303,0.5630077470650945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['😍 ,4,-1.5429690343082294,-1.7012714864303016,-1.113114829348935,-0.5822668960650573,-0.7399081175688079,[u'\U0001f60d'],0.22347291192893876,-0.5064990174913221,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[""It was just so big that billboard in Times Square. I couldn't believe it was real. It was timeless. And, more importantly it was with Tony.""]",6,0.9598989389320435,0.6730965490072541,-0.11949373871601,-0.5822668960650573,-0.7399081175688079,[],-0.6167788701742429,-0.5064990174913221,-0.26072083206298924,2.1345898833659533,0.5630077470650945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"[""@arparetyma isn't vine a company and .gif is what inspired vine? Or am I missing something important""]",6,0.05886646856554519,-0.007788402331456742,-0.8292230891680993,-0.5822668960650573,0.1947592556414665,[],-0.1966529791226521,-0.5064990174913221,3.120962884056225,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
['“From a Turkish prison to the White House in 24 hours.”  Kristin Fisher of @FoxNews   Very cool!'],0,0.05886646856554519,-0.007788402331456742,0.16439800146482567,-0.5822668960650573,0.1947592556414665,[],-0.1966529791226521,0.5298607938794877,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
['Preach ,4,-1.5429690343082294,-1.6663543094385729,-0.9711689592585171,-0.5822668960650573,-0.7399081175688079,[],1.0637246940321206,-0.5064990174913221,-0.26072083206298924,-0.8164380056713303,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['I’m celebrating #BookLoversDay by auditioning to read the audiobook of Fifty Shades of Grey. ,3,-0.24147768822328755,-0.1299985218025074,-0.11949373871601,0.7130499789148995,-0.7399081175688079,[],-0.1966529791226521,-0.5064990174913221,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[""Meet the @ApprenticeNBC cast on @Snapchat. Add ArnoldSchnitzel. It's time to get down to business. #CelebApprentice ""]",9,0.05886646856554519,0.2715490136023733,0.5902356117360791,0.7130499789148995,1.129426628851741,[],0.22347291192893876,-0.5064990174913221,-0.26072083206298924,1.3968329111066324,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
['Great news today: My Administration just secured a historic donation of HIV prevention drugs from Gilead to help expand access to PrEP for the uninsured and those at risk. Will help us achieve our goal of ending the HIV epidemic in America! ,0,2.561734441805818,2.4189553985936922,1.0160732220073325,-0.5822668960650573,-0.7399081175688079,[],-0.6167788701742429,0.5298607938794877,-0.26072083206298924,-0.07868103341200933,-0.5165846600386591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"['Be careful, @50Cent could be standing right behind you... ",8,-0.7420512828713421,-0.7759662961494894,-0.8292230891680993,-0.5822668960650573,0.1947592556414665,[],-0.1966529791226521,-0.5064990174913221,-0.26072083206298924,1.3968329111066324,0.5630077470650945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
